Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 0hr_minus_rep1	Peptides 0hr_minus_rep2	Peptides 0hr_minus_rep3	Peptides 0hr_plus_rep1	Peptides 0hr_plus_rep2	Peptides 0hr_plus_rep3	Peptides 1hr_minus_rep1	Peptides 1hr_minus_rep2	Peptides 1hr_minus_rep3	Peptides 1hr_plus_rep1	Peptides 1hr_plus_rep2	Peptides 1hr_plus_rep3	Peptides 3hr_minus_rep1	Peptides 3hr_minus_rep2	Peptides 3hr_minus_rep3	Peptides 3hr_plus_rep1	Peptides 3hr_plus_rep2	Peptides 3hr_plus_rep3	Peptides no4SU_minus_1	Peptides no4SU_minus_2	Peptides no4SU_plus_1	Peptides no4SU_plus_2	Razor + unique peptides 0hr_minus_rep1	Razor + unique peptides 0hr_minus_rep2	Razor + unique peptides 0hr_minus_rep3	Razor + unique peptides 0hr_plus_rep1	Razor + unique peptides 0hr_plus_rep2	Razor + unique peptides 0hr_plus_rep3	Razor + unique peptides 1hr_minus_rep1	Razor + unique peptides 1hr_minus_rep2	Razor + unique peptides 1hr_minus_rep3	Razor + unique peptides 1hr_plus_rep1	Razor + unique peptides 1hr_plus_rep2	Razor + unique peptides 1hr_plus_rep3	Razor + unique peptides 3hr_minus_rep1	Razor + unique peptides 3hr_minus_rep2	Razor + unique peptides 3hr_minus_rep3	Razor + unique peptides 3hr_plus_rep1	Razor + unique peptides 3hr_plus_rep2	Razor + unique peptides 3hr_plus_rep3	Razor + unique peptides no4SU_minus_1	Razor + unique peptides no4SU_minus_2	Razor + unique peptides no4SU_plus_1	Razor + unique peptides no4SU_plus_2	Unique peptides 0hr_minus_rep1	Unique peptides 0hr_minus_rep2	Unique peptides 0hr_minus_rep3	Unique peptides 0hr_plus_rep1	Unique peptides 0hr_plus_rep2	Unique peptides 0hr_plus_rep3	Unique peptides 1hr_minus_rep1	Unique peptides 1hr_minus_rep2	Unique peptides 1hr_minus_rep3	Unique peptides 1hr_plus_rep1	Unique peptides 1hr_plus_rep2	Unique peptides 1hr_plus_rep3	Unique peptides 3hr_minus_rep1	Unique peptides 3hr_minus_rep2	Unique peptides 3hr_minus_rep3	Unique peptides 3hr_plus_rep1	Unique peptides 3hr_plus_rep2	Unique peptides 3hr_plus_rep3	Unique peptides no4SU_minus_1	Unique peptides no4SU_minus_2	Unique peptides no4SU_plus_1	Unique peptides no4SU_plus_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 0hr_minus_rep1	Identification type 0hr_minus_rep2	Identification type 0hr_minus_rep3	Identification type 0hr_plus_rep1	Identification type 0hr_plus_rep2	Identification type 0hr_plus_rep3	Identification type 1hr_minus_rep1	Identification type 1hr_minus_rep2	Identification type 1hr_minus_rep3	Identification type 1hr_plus_rep1	Identification type 1hr_plus_rep2	Identification type 1hr_plus_rep3	Identification type 3hr_minus_rep1	Identification type 3hr_minus_rep2	Identification type 3hr_minus_rep3	Identification type 3hr_plus_rep1	Identification type 3hr_plus_rep2	Identification type 3hr_plus_rep3	Identification type no4SU_minus_1	Identification type no4SU_minus_2	Identification type no4SU_plus_1	Identification type no4SU_plus_2	Sequence coverage 0hr_minus_rep1 [%]	Sequence coverage 0hr_minus_rep2 [%]	Sequence coverage 0hr_minus_rep3 [%]	Sequence coverage 0hr_plus_rep1 [%]	Sequence coverage 0hr_plus_rep2 [%]	Sequence coverage 0hr_plus_rep3 [%]	Sequence coverage 1hr_minus_rep1 [%]	Sequence coverage 1hr_minus_rep2 [%]	Sequence coverage 1hr_minus_rep3 [%]	Sequence coverage 1hr_plus_rep1 [%]	Sequence coverage 1hr_plus_rep2 [%]	Sequence coverage 1hr_plus_rep3 [%]	Sequence coverage 3hr_minus_rep1 [%]	Sequence coverage 3hr_minus_rep2 [%]	Sequence coverage 3hr_minus_rep3 [%]	Sequence coverage 3hr_plus_rep1 [%]	Sequence coverage 3hr_plus_rep2 [%]	Sequence coverage 3hr_plus_rep3 [%]	Sequence coverage no4SU_minus_1 [%]	Sequence coverage no4SU_minus_2 [%]	Sequence coverage no4SU_plus_1 [%]	Sequence coverage no4SU_plus_2 [%]	Intensity	Intensity 0hr_minus_rep1	Intensity 0hr_minus_rep2	Intensity 0hr_minus_rep3	Intensity 0hr_plus_rep1	Intensity 0hr_plus_rep2	Intensity 0hr_plus_rep3	Intensity 1hr_minus_rep1	Intensity 1hr_minus_rep2	Intensity 1hr_minus_rep3	Intensity 1hr_plus_rep1	Intensity 1hr_plus_rep2	Intensity 1hr_plus_rep3	Intensity 3hr_minus_rep1	Intensity 3hr_minus_rep2	Intensity 3hr_minus_rep3	Intensity 3hr_plus_rep1	Intensity 3hr_plus_rep2	Intensity 3hr_plus_rep3	Intensity no4SU_minus_1	Intensity no4SU_minus_2	Intensity no4SU_plus_1	Intensity no4SU_plus_2	iBAQ	iBAQ 0hr_minus_rep1	iBAQ 0hr_minus_rep2	iBAQ 0hr_minus_rep3	iBAQ 0hr_plus_rep1	iBAQ 0hr_plus_rep2	iBAQ 0hr_plus_rep3	iBAQ 1hr_minus_rep1	iBAQ 1hr_minus_rep2	iBAQ 1hr_minus_rep3	iBAQ 1hr_plus_rep1	iBAQ 1hr_plus_rep2	iBAQ 1hr_plus_rep3	iBAQ 3hr_minus_rep1	iBAQ 3hr_minus_rep2	iBAQ 3hr_minus_rep3	iBAQ 3hr_plus_rep1	iBAQ 3hr_plus_rep2	iBAQ 3hr_plus_rep3	iBAQ no4SU_minus_1	iBAQ no4SU_minus_2	iBAQ no4SU_plus_1	iBAQ no4SU_plus_2	LFQ intensity 0hr_minus_rep1	LFQ intensity 0hr_minus_rep2	LFQ intensity 0hr_minus_rep3	LFQ intensity 0hr_plus_rep1	LFQ intensity 0hr_plus_rep2	LFQ intensity 0hr_plus_rep3	LFQ intensity 1hr_minus_rep1	LFQ intensity 1hr_minus_rep2	LFQ intensity 1hr_minus_rep3	LFQ intensity 1hr_plus_rep1	LFQ intensity 1hr_plus_rep2	LFQ intensity 1hr_plus_rep3	LFQ intensity 3hr_minus_rep1	LFQ intensity 3hr_minus_rep2	LFQ intensity 3hr_minus_rep3	LFQ intensity 3hr_plus_rep1	LFQ intensity 3hr_plus_rep2	LFQ intensity 3hr_plus_rep3	LFQ intensity no4SU_minus_1	LFQ intensity no4SU_minus_2	LFQ intensity no4SU_plus_1	LFQ intensity no4SU_plus_2	MS/MS count 0hr_minus_rep1	MS/MS count 0hr_minus_rep2	MS/MS count 0hr_minus_rep3	MS/MS count 0hr_plus_rep1	MS/MS count 0hr_plus_rep2	MS/MS count 0hr_plus_rep3	MS/MS count 1hr_minus_rep1	MS/MS count 1hr_minus_rep2	MS/MS count 1hr_minus_rep3	MS/MS count 1hr_plus_rep1	MS/MS count 1hr_plus_rep2	MS/MS count 1hr_plus_rep3	MS/MS count 3hr_minus_rep1	MS/MS count 3hr_minus_rep2	MS/MS count 3hr_minus_rep3	MS/MS count 3hr_plus_rep1	MS/MS count 3hr_plus_rep2	MS/MS count 3hr_plus_rep3	MS/MS count no4SU_minus_1	MS/MS count no4SU_minus_2	MS/MS count no4SU_plus_1	MS/MS count no4SU_plus_2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
6583	6620	3724	2500	2532	6458	1	8	8	8	5	3	4	6	1	0	7	0	2	6	1	2	7	1	1	7	3	0	0	0	0	0	5	3	4	6	1	0	7	0	2	6	1	2	7	1	1	7	3	0	0	0	0	0	5	3	4	6	1	0	7	0	2	6	1	2	7	1	1	7	3	0	0	0	0	0	27	27	27	36	306	6797	0	12	433	1278	8642	9928	7038	6520	6902	9634	8775	9266	8804	2401	887	3312	2743	2937	8004	1243	3245	7539	7994	8324	19	11	14	22	3	0	25	0	6	23	3	6	24	3	3	24	11	0	0	0	0	0	194780257	33205986	4507257	25636502	23422849	127825	0	24292942	0	5013437	14782422	3724733	5754082	20198770	945941	3212178	17326179	8465335	0	0	0	0	0	13493243	2283979	406568	1948689	1656581	144519	0	1666821	0	201090	1341761	214904	538065	1573227	39484	252261	972240	721450	0	0	0	0	0	3296401	1996823	2616580	2267241	0	0	3697554	0	1322330	2796004	0	0	2862149	0	0	2387714	1544929	0	0	0	0	0	4	0	3	3	0	0	4	0	1	3	0	2	3	0	1	2	1	0	0	0	0	0	26	9456	4688	3855	1700	8549	4383	2831	7176	4609	9263	2167	1130
8212	4000	2718	3772	5205	6935	1	12	12	11	4	2	6	2	3	7	3	3	6	1	7	9	2	4	9	5	4	6	0	0	0	1	4	2	6	2	3	7	3	3	6	1	7	9	2	4	9	5	4	6	0	0	0	1	4	1	5	2	3	6	2	2	5	1	6	8	1	3	8	4	3	5	0	0	0	0	8	8	8	215	1869	8213	0	16	750	8671	5255	7035	6909	1831	9529	538	2773	4475	8534	9112	7295	6641	625	4932	1594	3179	4094	3600	9334	5538	3	1	4	2	2	5	3	1	4	2	5	7	1	3	6	4	3	4	0	0	0	0	215760260	4609588	420133	24704366	4754384	2958824	14804363	2329941	2544918	16247181	908768	15185265	37600185	6647068	8264484	39569593	11656926	10501921	13034204	0	0	0	1878480	3617265	74849	59454	98788	34088	8282	259701	83596	54695	133878	36197	48181	463425	56121	194017	472702	133501	156982	269561	0	0	0	122828	1047056	0	1359257	1716191	0	2927196	1222579	2207322	2565922	0	2637667	2819862	1494946	2557684	2271689	1561384	2421052	2562973	0	0	0	0	2	1	4	1	1	4	2	2	3	2	5	8	1	5	6	4	2	3	0	0	0	0	54	8827	8577	9535	1701	890	977	7506	364	1089	4951	9800	469
5767	4574	3928	618	9689	7513	1	2	2	2	2	0	0	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	6	6	6	73	651	531	0	3	8718	8773	5649	130	3015	2835	3426	1910	2160	2980	1424	7260	6723	1948	4057	4922	9962	3309	2690	4797	3715	8809	6	0	0	6	0	0	6	0	0	2	0	0	2	0	0	4	0	0	0	0	0	0	5322865	4341804	0	0	4039902	0	0	5074754	0	0	3022452	0	0	1424958	0	0	2453151	0	0	0	0	0	0	827912	71723	0	0	88999	0	0	170804	0	0	91415	0	0	39972	0	0	189268	0	0	0	0	0	0	251949	0	0	430936	0	0	735336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3958	7668	9685	1702	1002	7775	1538	5993	44	7695	1302	7334
1258	146	7510	454	4414	1857	1	8	8	8	5	1	6	3	1	1	4	1	2	3	1	4	4	1	1	2	1	2	0	0	0	0	5	1	6	3	1	1	4	1	2	3	1	4	4	1	1	2	1	2	0	0	0	0	5	1	6	3	1	1	4	1	2	3	1	4	4	1	1	2	1	2	0	0	0	0	13	14	13	81	720	1439	0	25	93	3866	7534	9393	7227	1569	4916	8345	2457	1130	2852	9592	1754	1436	1583	2146	5325	7014	7090	9497	2285	3196	10	2	10	5	2	2	7	2	4	6	2	7	8	2	2	3	2	4	0	0	0	0	152526616	24396885	2097074	54381437	9791300	2242874	2687794	10451158	3210772	4228451	4697429	3556260	19517438	10129457	2367798	11253571	6628019	3397084	2843949	0	0	0	0	4092964	611444	41828	1480482	255030	107989	27002	466307	70865	96785	307015	14374	529951	315255	123184	23755	86533	13849	252474	0	0	0	0	2162761	0	3631235	1319356	0	0	2288333	0	575545	1272308	0	1366555	1486942	0	0	1565736	0	1735381	0	0	0	0	5	1	6	1	1	0	2	0	0	1	1	2	1	1	1	1	1	0	0	0	0	0	26	5776	7830	9525	1703	306	6828	2965	1410	8316	8617	1754	5528
1466	5841	1234	491	5593	3076	1	17	17	17	12	4	8	9	4	5	11	2	7	7	8	8	10	0	7	10	6	1	1	1	0	0	12	4	8	9	4	5	11	2	7	7	8	8	10	0	7	10	6	1	1	1	0	0	12	4	8	9	4	5	11	2	7	7	8	8	10	0	7	10	6	1	1	1	0	0	26	26	26	94	850	3446	0	32	8438	112	5449	2139	4250	9673	3034	395	3727	3976	8418	6141	1396	7602	2045	295	2678	9357	3618	9015	8303	4310	17	5	14	13	6	7	17	3	13	9	12	13	15	0	11	14	9	1	1	1	0	0	498432630	65503273	7260394	40681957	54677399	5073288	4996424	74953926	1543750	19431310	28119156	21022817	28421744	55387930	0	20328406	44344549	16796120	1258320	425456	469788	0	0	10243271	1381112	172458	751816	1129520	263138	39956	1489936	81948	434313	521742	259822	595694	1170859	0	408040	970539	522645	190912	14073	8994	0	0	5014182	2071894	3061459	7726574	1019329	2046767	9863386	1462369	3844896	6357657	3531113	2807819	9332928	0	1952835	6014801	3417696	0	0	0	0	0	11	1	5	10	1	2	12	1	7	5	6	2	11	0	3	7	3	0	0	0	0	0	89	9942	8270	6531	1704	8771	470	8522	7274	3797	4759	4693	6641
2315	4991	3201	7276	1326	6504	1	2	2	2	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	3	3	3	103	915	1315	0	1	2718	6713	3181	5967	9617	3819	2526	4548	3986	4501	2205	4242	6043	3967	2272	7349	4241	5337	2562	9614	5340	4745	0	0	0	2	0	0	2	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1857282	0	0	0	1278364	0	0	1629241	0	0	0	0	0	204599	1392371	8033690	0	0	0	0	0	0	0	1506696	0	0	0	29971	0	0	81569	0	0	0	0	0	32539	58078	256971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	6922	6233	4905	1705	1396	4539	8190	766	9253	843	8580	3046
5655	5341	6114	149	4164	7752	1	2	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	4	3	70	627	7005	0	1	7873	4212	6255	349	994	8177	1003	1119	7865	1038	5509	9058	6312	1860	3524	447	5701	8600	188	6547	6391	5502	1	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	46244514	10840931	0	10297854	0	0	0	8151756	0	0	0	0	0	0	0	19071834	0	0	372418	0	0	0	0	200015	298458	0	268524	0	0	0	170756	0	0	0	0	0	0	0	99262	0	0	146952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123809	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7859	1602	9930	1706	725	666	2430	5553	5753	5041	5176	128
2832	1414	3527	8800	7782	4068	1	2	2	2	1	0	1	2	0	2	2	0	1	2	0	0	1	0	0	2	1	1	0	0	0	0	1	0	1	2	0	2	2	0	1	2	0	0	1	0	0	2	1	1	0	0	0	0	1	0	1	2	0	2	2	0	1	2	0	0	1	0	0	2	1	1	0	0	0	0	7	7	7	50	465	2727	0	2	746	9202	5520	138	467	173	5867	9004	2059	8106	5184	2681	2009	1578	7940	4677	8619	4581	6782	7255	6347	1956	3	0	3	7	0	7	7	0	3	7	0	0	3	0	0	7	3	4	0	0	0	0	51571436	3576540	0	2396519	7846320	0	9001498	9353361	0	143794	9472016	0	0	1759609	0	0	6224123	648324	2295767	0	0	0	0	2784857	68171	0	77621	314797	0	391650	559567	0	153154	411482	0	0	20338	0	0	155750	236491	163374	0	0	0	0	0	0	0	1421744	0	0	0	0	0	0	0	0	0	0	0	1230301	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	8	4762	1519	8522	1707	4903	3915	5860	5215	3573	308	3188	7011
7119	5077	4635	7051	6815	8757	1	6	6	6	4	0	5	3	0	2	4	0	1	2	2	1	4	0	4	3	4	1	0	0	0	0	4	0	5	3	0	2	4	0	1	2	2	1	4	0	4	3	4	1	0	0	0	0	4	0	5	3	0	2	4	0	1	2	2	1	4	0	4	3	4	1	0	0	0	0	15	15	15	62	547	413	0	7	5116	7438	3716	8457	200	8803	2859	608	8423	6658	4222	4838	7069	8170	3703	3307	5316	976	4522	216	7257	3460	10	0	12	8	0	4	10	0	2	6	4	2	10	0	10	8	10	2	0	0	0	0	77934163	7409903	0	18536855	6359210	0	3059387	11101712	0	2260819	2287368	2676895	657285	10082983	0	25059736	7511941	8639693	616205	0	0	0	0	1355256	286491	0	597343	187077	0	103916	159693	0	112414	172593	124766	116298	278885	0	243271	315212	398100	62742	0	0	0	0	829867	0	552515	826338	0	754250	1090721	0	0	1193300	972460	0	1366143	0	548180	1108247	1354772	0	0	0	0	0	1	0	2	2	0	2	1	0	1	2	2	0	2	0	1	2	2	0	0	0	0	0	22	9734	6567	7664	1708	7401	4054	1724	9658	6555	8370	1470	91
7034	555	640	1061	9518	7590	1	5	5	5	1	1	1	1	1	2	0	0	2	1	0	2	0	0	4	0	0	2	0	0	0	0	1	1	1	1	1	2	0	0	2	1	0	2	0	0	4	0	0	2	0	0	0	0	1	1	1	1	1	2	0	0	2	1	0	2	0	0	4	0	0	2	0	0	0	0	6	6	6	128	1137	206	0	6	2199	1534	1150	6622	9436	1628	1677	1551	4247	7229	6221	2914	6351	7145	4297	922	4802	4741	6296	9166	5649	3237	1	1	1	1	1	3	0	0	3	1	0	2	0	0	5	0	0	3	0	0	0	0	57488322	1562531	1473463	2839399	497566	15184	549257	0	0	4770378	3882622	0	11084401	0	0	10964972	0	0	2854986	0	0	0	0	579095	2703	83451	4068	13716	151003	18820	0	0	127879	87932	0	262052	0	0	518842	0	0	87927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1969852	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	6	9910	1095	4562	1709	9959	3706	4803	3426	4311	9185	6663	6724
7106	1369	4474	7035	2448	6799	1	4	4	4	2	0	2	2	0	2	1	0	2	1	0	3	1	0	2	1	0	1	0	0	0	0	2	0	2	2	0	2	1	0	2	1	0	3	1	0	2	1	0	1	0	0	0	0	2	0	2	2	0	2	1	0	2	1	0	3	1	0	2	1	0	1	0	0	0	0	4	4	4	127	1117	2419	0	17	107	2806	6133	7938	2165	8414	7339	8418	1746	4240	9117	7042	421	9003	4771	6409	1729	3220	2444	6551	7103	8497	2	0	2	2	0	2	1	0	2	1	0	3	1	0	2	1	0	1	0	0	0	0	63777065	3802100	0	11515584	7708665	0	4217570	3981090	0	1381528	3678506	0	11332897	5053998	0	5652695	5925723	0	3073804	0	0	0	0	2178102	65003	0	334457	88197	0	41224	223171	0	18479	125376	0	165019	85464	0	101610	221766	0	76373	0	0	0	0	0	0	1055586	0	0	855428	0	0	594714	0	0	958320	0	0	667148	0	0	0	0	0	0	0	2	0	2	3	0	1	0	0	1	0	0	3	1	0	1	1	0	1	0	0	0	0	16	6130	994	9597	1710	5564	243	503	9789	4951	6834	9108	8531
430	344	100	513	8039	4890	1	8	8	8	3	1	6	2	0	3	3	0	5	3	3	2	3	1	5	3	2	1	0	0	0	0	3	1	6	2	0	3	3	0	5	3	3	2	3	1	5	3	2	1	0	0	0	0	3	1	6	2	0	3	3	0	5	3	3	2	3	1	5	3	2	1	0	0	0	0	9	9	9	136	1202	3272	0	16	8896	7419	185	4639	2933	5885	6220	6718	2485	1935	6781	7322	2142	6239	839	1253	9128	873	9124	7706	355	4823	4	1	6	3	0	4	3	0	6	3	3	3	3	1	6	3	2	1	0	0	0	0	114185353	10617115	941947	26689530	5329864	0	5376902	7180246	0	9408090	6165911	987855	3060770	8993229	1529713	24104813	3715035	1985970	1783438	0	0	0	0	183378	120300	187441	381509	82747	0	30999	63836	0	137343	78790	224412	56828	122296	75505	145976	15945	32869	48602	0	0	0	0	1167956	0	1936815	1013994	0	555329	1469702	0	969212	1086614	526514	681237	1557691	0	369847	1062590	214915	0	0	0	0	0	5	0	7	3	0	0	5	0	3	4	1	3	4	0	2	3	0	0	0	0	0	0	40	5010	3943	2824	1711	1146	4725	3532	8110	5902	4611	8852	6339
1503	8990	4093	2011	9494	1682	1	4	4	4	0	0	1	4	0	0	1	0	0	4	2	0	1	0	0	3	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	4	2	0	1	0	0	3	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	4	2	0	1	0	0	3	0	0	0	0	0	0	11	11	11	78	690	8011	0	10	2611	4580	5887	968	9278	7692	8272	9015	1730	611	8965	1201	3368	8045	6961	7293	6788	1313	5652	6129	3376	5155	0	0	3	11	0	0	3	0	0	11	8	0	3	0	0	9	0	0	0	0	0	0	49237055	0	0	963669	11532627	0	0	3308971	0	0	8234091	2297681	0	1193070	0	0	6309465	0	0	0	0	0	0	905528	0	0	30124	350289	0	0	114788	0	0	194371	240810	0	32687	0	0	118796	0	0	0	0	0	0	0	0	0	1219959	0	0	0	0	0	1385657	941780	0	0	0	0	1605942	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	8	5135	6328	4390	1712	8929	7961	2820	3272	6183	8056	3873	3322
4271	7070	1848	9228	6724	6922	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	3	3	3	45	396	7823	0	2	8471	5393	5258	2184	2301	7538	7663	9862	792	3573	3278	7599	3859	9568	9063	5119	2866	4735	6225	5438	9605	5751	0	0	0	0	0	3	0	0	3	0	3	3	0	0	3	0	3	3	0	3	0	3	307191393	0	0	0	0	0	42420074	0	0	69168843	0	2197130	76143446	0	0	34913871	0	2577716	69096068	0	1168383	0	2568936	17373075	0	0	0	0	0	2326278	0	0	3811118	0	39750	4028370	0	0	3009461	0	139556	4020609	0	183144	0	359103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4752604	0	0	0	0	0	2	0	0	2	0	1	0	0	0	2	0	0	1	0	1	0	1	10	9718	5143	4801	1713	4386	6516	5471	132	2500	5592	558	2361
8680	5534	5935	4212	6803	6629	1	3	3	3	1	0	2	0	0	1	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	2	0	0	2	0	0	1	0	0	1	0	0	0	0	13	13	13	26	226	3021	0	15	8445	5214	9821	1728	2922	8686	6812	4336	4508	6405	6310	6093	7189	9903	8621	2016	7013	457	2696	5938	4556	9251	3	0	10	0	0	6	0	0	10	0	0	10	0	0	6	0	0	4	0	0	0	0	14640249	0	0	15338132	0	0	956916	0	0	2227443	0	0	7159179	0	0	14573688	0	0	394347	0	0	0	0	4447910	0	0	1350275	0	0	11213	0	0	3911	0	0	731811	0	0	345207	0	0	70038	0	0	0	0	0	0	1286192	0	0	0	0	0	0	0	0	681241	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9677	6206	9510	1714	1877	7332	8374	3485	6102	2978	8705	7178
1056	6787	1251	5783	8322	3159	2	29	29	27	6	7	23	6	10	23	4	10	18	7	7	20	5	11	25	7	10	20	1	2	1	3	6	7	23	6	10	23	4	10	18	7	7	20	5	11	25	7	10	20	1	2	1	3	5	6	21	5	8	21	4	9	16	6	6	18	4	9	23	6	8	18	1	1	1	2	28	28	27	186	1734	823	0	137	8015	8577	9548	3306	713	3032	5103	3917	3476	4064	9060	1156	9280	7487	4274	604	8478	4475	2399	5718	2017	8376	5	5	23	5	7	21	3	8	18	6	5	18	4	8	24	6	7	18	0	2	0	2	1636939644	31223755	18885010	240607107	26586021	47100384	128840743	14420531	21456620	148089554	34327790	20946481	275513346	14795015	33295004	371983880	44548145	46084973	127046221	956610	1229600	716354	3327833	19033290	369558	257458	2914448	322282	375026	1633786	186680	181351	1591368	312953	408785	3137384	165316	433317	4248493	738955	693856	1346995	27527	16440	9957	61878	4656683	8656612	16851749	5833435	12370436	28449631	2550220	9098716	18141813	7884111	3189900	23852327	3951732	12634321	27094450	8282738	9160668	29839383	0	0	0	11228802	4	5	22	4	7	20	5	5	14	6	6	22	4	8	23	6	3	19	1	1	0	0	186	6167	2267	6695	1715	1143	9905	5921	3636	8307	2201	9293	4706
9607	2610	2825	3087	848	7215	1	4	4	4	2	0	1	2	0	0	2	1	0	2	1	1	1	1	1	2	1	0	0	0	0	0	2	0	1	2	0	0	2	1	0	2	1	1	1	1	1	2	1	0	0	0	0	0	2	0	1	2	0	0	2	1	0	2	1	1	1	1	1	2	1	0	0	0	0	0	23	23	23	35	324	1930	0	16	9505	871	1452	2636	4798	6437	5059	8453	3781	1561	2066	6358	8751	1391	3577	1379	2129	7199	7283	6375	7076	3500	14	0	3	14	0	0	14	8	0	14	8	3	8	6	6	14	8	0	0	0	0	0	82140354	13533558	0	4962057	13394751	0	0	11109168	6319865	0	9465778	9889591	4437893	8013040	2762998	14467133	11998201	6596312	0	0	0	0	0	8277273	801369	0	507811	839205	0	0	766781	406929	0	756477	424508	119772	471017	27588	179032	886729	642216	0	0	0	0	0	1342875	0	0	1767923	0	0	1363939	0	0	1918925	0	0	0	0	0	2305712	0	0	0	0	0	0	2	0	1	2	0	0	2	1	0	1	1	0	2	0	1	1	2	0	0	0	0	0	17	5120	7936	3472	1716	6762	2594	2947	8670	6243	1959	3109	194
489	5890	5783	2700	9414	2902	1	9	9	9	4	1	7	3	1	2	2	2	4	4	2	6	4	1	8	5	2	3	0	0	0	0	4	1	7	3	1	2	2	2	4	4	2	6	4	1	8	5	2	3	0	0	0	0	4	1	7	3	1	2	2	2	4	4	2	6	4	1	8	5	2	3	0	0	0	0	11	11	11	109	981	8047	0	25	4104	7103	9849	2782	7674	728	5213	49	530	4663	9573	5718	7425	1376	3565	6475	1768	3439	2518	205	5708	990	5	1	8	4	1	2	2	2	5	4	2	7	5	1	10	6	3	4	0	0	0	0	298046334	10684608	2323431	51301616	6601885	962490	7439781	5671739	3312458	26942330	9454744	15549971	36719021	16375229	2741072	72027616	17515596	4465937	8988162	0	0	0	0	5741188	230288	176107	851826	169492	208760	370893	60587	106462	556013	94078	324572	700472	333759	130082	1794886	318942	59474	300669	0	0	0	0	1797972	0	2926651	1517714	0	0	1490486	0	3550983	0	0	3546072	3158986	0	5883608	1732204	2075028	3310600	0	0	0	0	2	0	2	1	0	1	1	0	1	1	0	3	2	1	7	0	2	1	0	0	0	0	26	1279	7581	724	1717	3012	1863	6611	1177	4682	3846	5578	6007
